"id","diocese_id","code","alias","name","type","responsible","description","email","phone","url","picture","tags","phone_original","phone_international","phone_national","common_name","created_at","updated_at","addresse_messe_info_id","addresse_google_maps_id","address_country","address_locality","address_region","postal_code","street_address","formatted_address","latitude","longitude","zoom"
17102,932,"ve/78/chambourcy","192016","Chambourcy","Groupement paroissial","Père Jean-Louis FEURGARD"," ","paroisse.chambourcy.aigremont@gmail.com","+33139653105","http://www.catholiques-en-laye-78.cef.fr/index.php?option=com_content&task=view&id=13&Itemid=54","http://lh3.googleusercontent.com/jLyuvlTYO6hUjlM2xH7GnZinuzoqde7qmllMabDv1nqP9wEswL5CvPp9HYAEmNt4vo3PZeI2cv3x9OItaflUMw1G",,"01 39 65 31 05","+33 1 39 65 31 05","01 39 65 31 05",,"2018-04-07 11:24:57","2018-04-07 11:24:57",,,"fr","CHAMBOURCY",,"78240","36 Grande Rue",,,,
17103,932,"ve/78/chapellenie-notre-dame-de-france","78no61","Chapellenie Notre-Dame de France ","Chapellenie","Père Gilles GUITARD - Chapelain","Père Robert VIGNAUD, Vice-chapelainA noter que pendant les travaux dans
l’église du Port-Marly, les messes sont célébrées dans l&#39;église des Franciscaines
à St germain en Laye (89 av. du Maréchal Foch)

 ","chn.guitard@icrsp.org","+33139166405","http://www.icrsp-portmarly.fr/Horaires.html","http://lh3.googleusercontent.com/4PwcLvFNwC7A1cDNFnnraaDYeeD3ik_XGUc9-KXToh3vInnuPfAMRkcZH6y2qaVVXAFH9o2VD6-3DIu9BbN-hRY",,"01 39 16 64 05","+33 1 39 16 64 05","01 39 16 64 05",,"2018-04-07 11:24:57","2018-04-07 11:24:57",,,"fr","Marly-le-Roi",,"78160","47 ter, avenue de l'Abreuvoir",,,,
17104,932,"ve/78/chatou","192018","Chatou","Paroisse","Père Olivier PLAINECASSAGNE"," ","secretariat.paroisse.chatou@wanadoo.fr","+33139521786","http://www.paroisse-chatou.com","http://lh5.ggpht.com/ySBuIdwmU4qgJtTsYIi1bH44p6jTVq5tbI_O3P3CSLAfr9jtS-Xg9UmznsJRCr9qrV1uJvGb5svtcgMkp3opguo",,"01 39 52 17 86","+33 1 39 52 17 86","01 39 52 17 86",,"2018-04-07 11:24:57","2018-04-07 11:24:57",,,"fr","CHATOU",,"78400","4 place Sainte Marie",,,,
17105,932,"ve/78/conflans-andrezy-maurecourt","192003","Conflans Andrésy Maurecourt","Groupement paroissial","Père Yves LALOUX"," ","paroisseconflans@paroisse-catholique-du-confluent.fr","+33139726260","http://paroisse-catholique-du-confluent.fr/","http://lh3.googleusercontent.com/TC_xqUzrQMfJJ-mJEeQEMC_UsHgUg_ZCr5HzWnlcgWGyGoeoWn3JOIXRrTIFhktwBjKtcxFiWMzqGXs55pA6FLA",,"01 39 72 62 60","+33 1 39 72 62 60","01 39 72 62 60",,"2018-04-07 11:24:57","2018-04-07 11:24:57",,,"fr","CONFLANS STE HONORINE",,"78700","8 place de l'Eglise",,,,
17106,932,"ve/78/croissy-sur-seine","192024","Croissy sur Seine","Paroisse","Père Guillaume BOIDOT"," ","eglisecroissy@online.fr","+33139762171","http://www.eglisecroissy.fr","http://lh3.googleusercontent.com/PQyxny6gl-gVhvtpQH4TdkYexyXTaGgt4lP5CkEOvHUg1-tAJD5cyPomZLI6GSOLaN7wrFtSvouxpqljrkzTFMw",,"01 39 76 21 71","+33 1 39 76 21 71","01 39 76 21 71",,"2018-04-07 11:24:57","2018-04-07 11:24:57",,,"fr","CROISSY SUR SEINE",,"78290","15 rue MAréchal Foch",,,,
17107,932,"ve/78/elancours-maurepas","192026","Elancourt - Maurepas - Coignières - Saint Remy","Paroisse","Père Corentin Castex, Vicaire"," ","pem78.secretariat@gmail.com","+33139382240","http://www.paroisse-elancourt-maurepas.org","http://lh3.googleusercontent.com/aTr3bf4TFhlCmjHZXyuQvgGLvlaroPY8NDywuWr9SrhoZh1XSoQNV0R4gWK3-MZU_SA3WitAsNLsC5PRwvaRRw",,"01 39 38 22 40","+33 1 39 38 22 40","01 39 38 22 40",,"2018-04-07 11:24:57","2018-04-07 11:24:57",,,"fr","MAUREPAS",,"78310","4 place du Livradois",,,,
17108,932,"ve/fssp-versailles","wzxgv8","FSSP Versailles","Chapellenie","Père Marc BOULE - Chapelain","Père Vianney LE ROUX - Vice-chapelainPère Alexis GARNIER - Vice-Chapelain","abbe.vianney.le.roux@gmail.com","+33139532070","http://fsspversailles.org/","http://lh3.googleusercontent.com/PvY26vyew0793_zlcuLllFmIdEDANki2p8PiPWNdoegU1btnP2jJet-9z3LiDAtYq3XnK4bQVImD_DiZUpG83So",,"01 39 53 20 70","+33 1 39 53 20 70","01 39 53 20 70",,"2018-04-07 11:24:57","2018-04-07 11:24:57",,,"fr","VERSAILLES",,"78000","14 rue des Moines",,,,
17109,932,"ve/78/fontenay-le-fleury","192027","Fontenay le Fleury","Paroisse","Père Marc FRASEZ"," ","accueil@paroisse-fontenay.com","+33134600605","http://www.paroisse-fontenay.com","http://lh5.ggpht.com/fr1RqeCU2mHEv6ErOs3LSZwBXJZoBbRbiw9pIZ7mCSzf6qWgDnkqlge9n9ZPtqEWnrEF5vb3r_6Y4tfpc0Rpca4K",,"01 34 60 06 05","+33 1 34 60 06 05","01 34 60 06 05",,"2018-04-07 11:24:57","2018-04-07 11:24:57",,,"fr","FONTENAY LE FLEURY",,"78330","5 rue Pierre-Curie",,,,
17110,932,"ve/78/gazeran-saint-hilarion","192034","Gazeran","Groupement paroissial","Père Jacques-Bertrand ROBERT"," ","paroissedegazeran10@orange.fr","+33134831923","http://www.paroisse-gazeran.fr/","http://lh3.googleusercontent.com/FYI5oX98Bb0MzW5-7UKzKv7MUIx3iuLdaLmudHOa_ptevLbl_zRl_a7s76ul4K0Vt4Rs5hMjoccvdlmSgfSJjuE",,"01 34 83 19 23","+33 1 34 83 19 23","01 34 83 19 23",,"2018-04-07 11:24:57","2018-04-07 11:24:57",,,"fr","GAZERAN",,"78125","4 rue de l'Eglise",,,,
17111,932,"ve/78/houdan","192037","Houdan","Groupement paroissial","Père Pierre BOTHUAN","&nbsp;Accueil&nbsp;au Presbytère de Houdan du mardi au samedi de 10h30 à 12h&nbsp;","secretariat@gphoudan.fr","+33130596139","http://www.gphoudan.fr/","http://lh5.ggpht.com/Toxfc2NpzGDcW05hEqEZQsIAarggr5GZjqs1MtKWtcGVyCUTvcLUEv77pzewEcbXm6fDKXVCnCLT9DZzAAEwxw",,"01 30 59 61 39","+33 1 30 59 61 39","01 30 59 61 39",,"2018-04-07 11:24:57","2018-04-07 11:24:57",,,"fr","HOUDAN",,"78550","75 Grande Rue",,,,
17112,932,"ve/78/houilles-carrieres","192014","Houilles Carrières","Groupement paroissial","Père Etienne MAROTEAUX","ETE 2017 :Fermeture du secrétariat du 14/07 au 27/08 inclusPour obtenir un renseignement ou contacter un prêtre : 01 39 68 48 80&nbsp;Pas de confession le samedi matin mais le vendredi avant la messe de 19h à St Nicolas","paroisse.houilles@wanadoo.fr","+33139684880","http://carrieres-houilles-78.cef.fr",,,"01 39 68 48 80","+33 1 39 68 48 80","01 39 68 48 80",,"2018-04-07 11:24:57","2018-04-07 11:24:57",,,"fr","HOUILLES",,"78800","26 rue Blaise Pascal",,,,
17113,932,"ve/78/la-celle-saint-cloud","192043","La Celle Saint Cloud","Groupement paroissial","Père Bruno L'Hirondel"," ","secretariatspsp@paroisse-lacellesaintcloud.com","+33952593595","http://www.paroisse-lacellesaintcloud.fr","http://lh6.ggpht.com/atyDA_e-KDk_X1pukcQkohoj0x0uboyXAFUNa6iHLn0lVEkfc5aujSAPTcwdIjhJZSh_-aLCHGwR3CLfKLFULw",,"09 52 59 35 95","+33 9 52 59 35 95","09 52 59 35 95",,"2018-04-07 11:24:57","2018-04-07 11:24:57",,,"fr","LA CELLE SAINT CLOUD",,"78170","2 place de l'Eglise",,,,
17114,932,"ve/78/le-chesnay-rocquencourt","192045","Le Chesnay Rocquencourt","Groupement paroissial","Père Mathieu De Raimond"," ","secretariat@paroisselechesnay.com","+33139668270","http://paroisselechesnay.com/","http://lh3.googleusercontent.com/-p0Cd3BNOf6yJLvPm685Pikuz8kKxzZfks_UPOcdY3W9FusH3Xjs1Kn0OdUQKgIIsZbT3EnrqrHSePRnKTC-iUYe",,"01 39 66 82 70","+33 1 39 66 82 70","01 39 66 82 70",,"2018-04-07 11:24:57","2018-04-07 11:24:57",,,"fr","LE CHESNAY",,"78150","2 avenue du docteur Schweitzer",,,,
17115,932,"ve/78/le-mesnil-saint-denis","192047","Le Mesnil Saint Denis","Groupement paroissial"," Père Benoit TRANBALOC"," ","paroissemesnilsaintdenis@orange.fr","+33130512368","http://www.mesnil3c-paroisses.org","http://lh3.googleusercontent.com/IeMsJHf5SkPjQTjOfZTZtleVaziscGrr2QwH8ruHfi_w8A5xiuTfQFDp_cx9s3baRlgXa0XOKLkjOz64_4Q7SGo",,"01 30 51 23 68","+33 1 30 51 23 68","01 30 51 23 68",,"2018-04-07 11:24:57","2018-04-07 11:24:57",,,"fr","LE MESNIL SAINT DENIS",,"78320","14 rue Raymond Berrurier",,,,
17116,932,"ve/78/le-pecq","192048","Le Pecq","Paroisse","Père Henri MERVEILLEUX DU VIGNAUX"," ","paroisse.saintwandrille@gmail.com","+33134511080","http://www.pswlepecq.fr","http://lh3.googleusercontent.com/bpm0bCHxRVzJlDaqKUB3A4A1RBGMlWFUON8tc1hQiuc8aGkjx9NMt3WaeKPEBfJU1g3f8wEkRu_OK2vqd5w39w8r",,"01 34 51 10 80","+33 1 34 51 10 80","01 34 51 10 80",,"2018-04-07 11:24:57","2018-04-07 11:24:57",,,"fr","LE PECQ",,"78230","1 avenue du Pavillon Sully",,,,
17117,932,"ve/78/le-vesinet-sainte-marguerite","782sea","Le Vésinet Sainte Marguerite","Paroisse","Père Nicolas LELEGARD"," ","pstemarguerite@wanadoo.fr","+33139765203","http://www.saintemarguerite.org/","http://lh3.googleusercontent.com/gWssxRdIoyxKs6gU6Zqjmqk4sBU9GAoBw3esim_152nmmEb9xwb7R9FK4OrPqcAzkOdixU3HuW1RP6h3584vQ9V4",,"01 39 76 52 03","+33 1 39 76 52 03","01 39 76 52 03",,"2018-04-07 11:24:57","2018-04-07 11:24:57",,,"fr","LE VESINET",,"78110","2 rue Albert Joly",,,,
17118,932,"ve/78/le-vesinet-sainte-pauline","78tt78","Le Vésinet Sainte Pauline","Paroisse","Père Emmanuel GOUGAUD"," ","saintepauline11@wanadoo.fr","+33139766968","http://www.saintepauline.fr","http://lh3.googleusercontent.com/8GwXDZbOzJLkZAs-xvlU0MAa8iOgsAjuXEi3wpouXP7Pi9yYXCI3yZC8wGwjJvet_uUc134mTahX66x6edFNDok",,"01 39 76 69 68","+33 1 39 76 69 68","01 39 76 69 68",,"2018-04-07 11:24:57","2018-04-07 11:24:57",,,"fr","LE VESINET",,"78110","55 boulevard d'Angleterre",,,,
17119,932,"ve/78/les-essarts-le-perray","192049","Les Essarts Le Perray","Groupement paroissial","Père Sylvain APENOUVOR"," ","paroisse.essartsperray@orange.fr","+33130416010","http://echoclochers.free.fr/","http://lh3.googleusercontent.com/EVUts5JwEuYLBdFBNU6glfnZB2UrpEVtgIykCYVYs7Zu1uF59-zrKrX1bo6sRlCVBPTtBglmY0UlicMasfAtb0ll",,"01 30 41 60 10","+33 1 30 41 60 10","01 30 41 60 10",,"2018-04-07 11:24:57","2018-04-07 11:24:57",,,"fr","LE PERRAY EN YVELINES",,"78610","1 rue de l'Eglise",,,,
17120,932,"ve/78/les-mureaux","192054","Les Mureaux","Paroisse","Père Xavier CHAVANE"," ","paroissedesmureaux@orange.fr","+33134740534","http://paroissedesmureaux.fr","http://lh3.googleusercontent.com/eiA_hIh8N7luGs7jnawhZzepqAffeDniWxCwvschshUazJQ-c7vzVCKDcF1oYaGlAN3RqM-VCcNBRubbGEtuBXE",,"01 34 74 05 34","+33 1 34 74 05 34","01 34 74 05 34",,"2018-04-07 11:24:57","2018-04-07 11:24:57",,,"fr","LES MUREAUX",,"78130","2 rue de l'Abbé Duval",,,,
17121,932,"ve/78/fontenay-saint-pere-vexin","192028","Limay - Vexin","Groupement paroissial","Père Pierre AMAR"," ","paroisselimayvexin@free.fr","+33134771076","http://www.catholiquesmantois.com/limay-vexin/","http://lh3.googleusercontent.com/UBtG8k7cBr8FgipcusDYS6eYT1xEcFAbCqU1aqC-vhmunq032h0EqUhuZI-hYgse4-wnmAQeqbuhCImIwWhZntc",,"01 34 77 10 76","+33 1 34 77 10 76","01 34 77 10 76",,"2018-04-07 11:24:57","2018-04-07 11:24:57",,,"fr","LIMAY",,"78520","32 rue de l'église ",,,,
17122,932,"ve/78/louveciennes","192056","Louveciennes","Paroisse","Père Thierry SAUZAY"," ","paroisselouveciennes@gmail.com","+33950148801","http://paroisselouveciennes.over-blog.com","http://lh3.googleusercontent.com/gsHDchG9DLhEadR3aRRNCbAXvdk41UISbErrvkJlCEC1Nn6E99NiLwAEEevWk937Niu3qLGFA6BTOmqgm9y4xMM",,"09 50 14 88 01","+33 9 50 14 88 01","09 50 14 88 01",,"2018-04-07 11:24:57","2018-04-07 11:24:57",,,"fr","LOUVECIENNES",,"78430","10 place de l'Eglise",,,,
17123,932,"ve/78/magny-les-hameaux-chateaufort-toussus","192017","Magny-les-Hameaux Châteaufort Toussus Saint-Lambert","Groupement paroissial","Père Gica PAULET"," ","secretariat@aumilieudenous.fr","+33130523282","http://www.aumilieudenous.fr/","http://lh3.ggpht.com/_551cqgmVLrKjSqjOYaSMmjplXnvfpS2Aj-vT_sjPmu1966QN0q-SSI63TX9HpCsLIW89NtmhjUgMjTOlUlLWjbv",,"01 30 52 32 82","+33 1 30 52 32 82","01 30 52 32 82",,"2018-04-07 11:24:57","2018-04-07 11:24:57",,,"fr","MAGNY LES HAMEAUX",,"78114","21 bis rue des Ecoles Jean Baudin",,,,
17124,932,"ve/78/maisons-laffitte","192059","Maisons Laffitte","Groupement paroissial","Père Laurent De La Taille"," ","paroisse.ml@wanadoo.fr","+33139620112","http://www.paroisse-maisons-laffitte.com/","http://lh3.googleusercontent.com/zBmB7zXIz4TdCBwXxUA3lqkVmsfEYzR2I71qLrZw7JaorpLS4tr0hWxDmKqh1wZyIZatqyRwyOM569FVPUIU2g",,"01 39 62 01 12","+33 1 39 62 01 12","01 39 62 01 12",,"2018-04-07 11:24:57","2018-04-07 11:24:57",,,"fr","MAISONS-LAFFITTE",,"78600","43 rue du Fossé",,,,
17125,932,"ve/78/mantes-la-jolie","192019","Mantes la Jolie","Groupement paroissial","Père Matthieu WILLIAMSON","Presbytère Saint Jean-Baptiste2 rue la Fontaine78200 Mantes-la-JolieTel : 01 30 94 23 58Mail : paroisses.gassicourt.valfourre@orange.fr​ ","paroisse.manteslajolie@catholique78.fr","+33134770464","http://www.catholiquesmantois.com/","http://lh3.googleusercontent.com/CSPksoi7NsrZbCglLZ3Tc-ozv8YaBllGB1P1bWWolIcHXEpnoZK_XwBzYxTXHgnrNrym-GxRDPiFYTK5G3gjUZg",,"01 34 77 04 64","+33 1 34 77 04 64","01 34 77 04 64",,"2018-04-07 11:24:57","2018-04-07 11:24:57",,,"fr","MANTES LA JOLIE",,"78200","13 rue du Dr Stéphane Bonneau",,,,
17126,932,"ve/78/marly-le-roi","192063","Marly le Roi","Groupement paroissial","Père Olivier De RUBERCY"," ","secretariat@marly-catholique78.fr","+33139584900","http://marly-catholique78.fr/","http://lh3.googleusercontent.com/sBi-IiFYRHZ_7Q3qZdI98sUQqgvANCXV4Gc7AH_FbjVUiCPE7oHlT2zLzJOzMumBB7NThdUkXqFHd7nO11zq2948",,"01 39 58 49 00","+33 1 39 58 49 00","01 39 58 49 00",,"2018-04-07 11:24:57","2018-04-07 11:24:57",,,"fr","MARLY LE ROI",,"78160","17 bis route de Saint Cyr",,,,
17127,932,"ve/78/maule-beynes-crespieres-","192007","Maule - Beynes","Groupement paroissial","Père Dominique LAMARRE"," ","secteur.val.mauldre@wanadoo.fr","+33130908126","http://valdemauldre-catholique-yvelines.cef.fr/Site/","http://lh3.googleusercontent.com/M6ZwE4CZg8kcs6vmaEShXoIoieZJK68MniyQWPBgZgUAg-4Vpy0tDpl64kH86-mLxq4Z7xXPwGX_ZLuQcLjqFA",,"01 30 90 81 26","+33 1 30 90 81 26","01 30 90 81 26",,"2018-04-07 11:24:57","2018-04-07 11:24:57",,,"fr","MAULE",,"78580","19 rue Saint Vincent",,,,
17128,932,"ve/78/rive-droite-de-la-seine-meulan","192105","Meulan - Triel-sur-Seine","Groupement paroissial","Père Matthieu Berger"," Accueil à Meulan (23 côte Saint Nicolas) :
- du mardi au vendredi de 09h30 à 11h30,
- le samedi de 09h à 12h
- Permanences vacances scolaires : les mercredi et les samedi de 10h à 12h.

Accueil à Triel (1 place de l&#39;Eglise) : 
- du mardi au samedi entre 9h et 12h, hors période de vacances scolaires ","presbytere@paroisse-triel.fr","+33139706119"," https://paroisse-triel.fr/","http://lh3.googleusercontent.com/d496snOgiHNGLarY7TV0mckcaY-rXeh3pURcPyw6N6ZjdY3LO2WXL7CTi5VInDnUtwdUKxJVJYX-aeZyEDQKmw",,"01 39 70 61 19","+33 1 39 70 61 19","01 39 70 61 19",,"2018-04-07 11:24:57","2018-04-07 11:24:57",,,"fr","Triel-sur-Seine",,"78510","1 place de l'Eglise",,,,
17129,932,"ve/78/montesson","192067","Montesson","Paroisse","Père Marc De RAIMOND (FILIOL)"," ","paroissenotredame-montesson@wanadoo.fr","+33139520380","https://paroissemontesson.wordpress.com","http://lh3.googleusercontent.com/r8xHA57NRYoucQGpsS0NoHWYTFSS0OVLvJA0IfNS-CtyZG6rU9Lrm-CErX4zaHFdv1O2wZ9mvOJp5tk50rWy6zM",,"01 39 52 03 80","+33 1 39 52 03 80","01 39 52 03 80",,"2018-04-07 11:24:57","2018-04-07 11:24:57",,,"fr","MONTESSON",,"78360","2 rue Général Leclerc",,,,
17130,932,"ve/78/montigny-voisins","192070","Montigny Voisins","Groupement paroissial","Père Bruno VALENTIN"," ",,"+33130434154","http://www.paroisse.montigny-voisins.fr/","http://lh3.googleusercontent.com/yTExmqEv5cEIry_u9-Qhc6O8QLL6xM1AgUimHMXdc9CEJe3nInLfDVprHL4pGWG3Gem7fw49DM2j4mr3HlVQtwg",,"01 30 43 41 54","+33 1 30 43 41 54","01 30 43 41 54",,"2018-04-07 11:24:57","2018-04-07 11:24:57",,,"fr","MONTIGNY LE BRETONNEUX",,"78180","5 rue Saint Martin",,,,
17131,932,"ve/78/neauphle-pontchartrain-","192039","Neauphle - Pontchartrain","Groupement paroissial","Père Dominique BUI CHI CUONG"," ","paroissenp@gmail.com","+33134980280","http://www.paroissenp.fr/",,,"01 34 98 02 80","+33 1 34 98 02 80","01 34 98 02 80",,"2018-04-07 11:24:57","2018-04-07 11:24:57",,,"fr","JOUARS PONTCHARTRAIN",,"78760","12 rue de Neauphle",,,,
17132,932,"ve/78/association-saint-jean-bosco","192004","Notre Dame des Armées","Paroisse","Abbé Renaud De La Motte, Curé"," ","secretariat@notredamedesarmees.com","+33130839540","http://notredamedesarmees.com","http://lh3.googleusercontent.com/y6vOv0Msv9kT2rwDkDysVhCuPqD-cB9_o8dip6ruleT77SdEownrLD_BWseo2lYPv4mQR9heAUMIxSTwxfpCwg",,"01 30 83 95 40","+33 1 30 83 95 40","01 30 83 95 40",,"2018-04-07 11:24:57","2018-04-07 11:24:57",,,"fr","VERSAILLES",,"78000","4 impasse des Gendarmes",,,,
17133,932,"ve/78/orgeval-morainvilliers","192074","Orgeval-Morainvilliers","Groupement paroissial","Père Louis MÉNARD"," Messes en semaine (hors vacances scolaires):&nbsp;Du mardi au samedi : 9h OrgevalPendant les vacances scolaires voir le bulletin paroissial","secretariat@paroisse-orgeval-morainvilliers.fr","+33130650210","http://paroisse-orgeval-morainvilliers.fr/","http://lh3.googleusercontent.com/7lPIdMgg-JsHdhliv2FZT91GPSt2m85SWi2mu5Ggq2oYYNUy52vm4erIdEVPTcQI3836koogOaLRb4T07u_yng",,"01 30 65 02 10","+33 1 30 65 02 10","01 30 65 02 10",,"2018-04-07 11:24:57","2018-04-07 11:24:57",,,"fr","ORGEVAL",,"78630","34 rue du Dessous des Prés",,,,
17134,932,"ve/78/plaisir","192076","Plaisir","Paroisse","Père Alain ESCHERMANN"," ","secretariat@paroissedeplaisir.fr","+33130553508","http://plaisir.paroisse.net","http://lh3.googleusercontent.com/i4LzEuXLhIgMa04patUbfRRS3BKz_rIJjYSOkRYS9fzyczSpvHUgXmlpv1evrQDXFZmPx0csvrLMo8UZUO9ng4E",,"01 30 55 35 08","+33 1 30 55 35 08","01 30 55 35 08",,"2018-04-07 11:24:57","2018-04-07 11:24:57",,,"fr","PLAISIR",,"78370","4 rue Calmette",,,,
17135,932,"ve/78/poissy-villennes-medan","192077","Poissy Villennes Medan","Groupement paroissial","Père Eric COURTOIS"," ","secretariat@paroisse-poissy.com","+33139650182","http://paroisse-poissy-78.catholique.fr/","http://lh3.googleusercontent.com/hOOKC7lnDJVl5kQzWVVWitzVBcySg0GM635KhWCB6gkjcOz_ZEEsM3D0v6NGLlCytNrSlb5RvoeDOFNSK6xfJ9E",,"01 39 65 01 82","+33 1 39 65 01 82","01 39 65 01 82",,"2018-04-07 11:24:57","2018-04-07 11:24:57",,,"fr","POISSY",,"78300","14 avenue du Cep",,,,
